"id","name","stateAbbreviation","partyShort","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"P000617","Ayanna Pressley","MA","D","P000617","Consumer Protection and Financial Institutions","member","majority","10"
"R000611","Denver Riggleman","VA","R","R000611","Consumer Protection and Financial Institutions","member","minority","10"
"M001209","Ben McAdams","UT","D","M001209","Consumer Protection and Financial Institutions","member","majority","11"
"O000172","Alexandria Ocasio-Cortez","NY","D","O000172","Consumer Protection and Financial Institutions","member","majority","12"
"W000825","Jennifer Wexton","VA","D","W000825","Consumer Protection and Financial Institutions","member","majority","13"
"C001049","William Lacy Clay","MO","D","C001049","Housing, Community Development, and Insurance","Chair","majority","1"
"V000081","Nydia M. Velázquez","NY","D","V000081","Housing, Community Development, and Insurance","member","majority","2"
"L000569","Blaine Luetkemeyer","MO","R","L000569","Housing, Community Development, and Insurance","member","minority","2"
"C001061","Emanuel Cleaver II","MO","D","C001061","Housing, Community Development, and Insurance","member","majority","3"
"H001058","Bill Huizenga","MI","R","H001058","Housing, Community Development, and Insurance","member","minority","3"
"S000344","Brad Sherman","CA","D","S000344","Housing, Community Development, and Insurance","member","majority","4"
"T000470","Scott Tipton","CO","R","T000470","Housing, Community Development, and Insurance","member","minority","4"
"B001281","Joyce Beatty","OH","D","B001281","Housing, Community Development, and Insurance","member","majority","5"
"Z000017","Lee Zeldin","NY","R","Z000017","Housing, Community Development, and Insurance","member","minority","5"
"G000553","Al Green","TX","D","G000553","Housing, Community Development, and Insurance","member","majority","6"
"K000392","David Kustoff","TN","R","K000392","Housing, Community Development, and Insurance","member","minority","6"
"G000581","Vicente Gonzalez","TX","D","G000581","Housing, Community Development, and Insurance","member","majority","7"
"G000588","Anthony Gonzalez","OH","R","G000588","Housing, Community Development, and Insurance","member","minority","7"
"M000087","Carolyn B. Maloney","NY","D","M000087","Housing, Community Development, and Insurance","member","majority","8"
"R000612","John Rose","TN","R","R000612","Housing, Community Development, and Insurance","member","minority","8"
"H001064","Denny Heck","WA","D","H001064","Housing, Community Development, and Insurance","member","majority","9"
"S001213","Bryan Steil","WI","R","S001213","Housing, Community Development, and Insurance","member","minority","9"
"V000130","Juan Vargas","CA","D","V000130","Housing, Community Development, and Insurance","member","majority","10"
"G000589","Lance Gooden","TX","R","G000589","Housing, Community Development, and Insurance","member","minority","10"
"L000586","Al Lawson","FL","D","L000586","Housing, Community Development, and Insurance","member","majority","11"
"T000481","Rashida Tlaib","MI","D","T000481","Housing, Community Development, and Insurance","member","majority","12"
"A000378","Cynthia Axne","IA","D","A000378","Housing, Community Development, and Insurance","member","majority","13"
"B001282","Andy Barr","KY","R","B001282","Oversight and Investigations","Ranking Member","minority","1"
"G000553","Al Green","TX","D","G000553","Oversight and Investigations","Chair","majority","1"
"B001281","Joyce Beatty","OH","D","B001281","Oversight and Investigations","member","majority","2"
"P000599","Bill Posey","FL","R","P000599","Oversight and Investigations","member","minority","2"
"L000562","Stephen F. Lynch","MA","D","L000562","Oversight and Investigations","member","majority","3"
"Z000017","Lee Zeldin","NY","R","Z000017","Oversight and Investigations","member","minority","3"
"V000081","Nydia M. Velázquez","NY","D","V000081","Oversight and Investigations","member","majority","4"
"L000583","Barry Loudermilk","GA","R","L000583","Oversight and Investigations","member","minority","4"
"P000593","Ed Perlmutter","CO","D","P000593","Oversight and Investigations","member","majority","5"
"D000626","Warren Davidson","OH","R","D000626","Oversight and Investigations","member","minority","5"
"T000481","Rashida Tlaib","MI","D","T000481","Oversight and Investigations","member","majority","6"
"R000612","John Rose","TN","R","R000612","Oversight and Investigations","member","minority","6"
"C001117","Sean Casten","IL","D","C001117","Oversight and Investigations","member","majority","7"
"S001213","Bryan Steil","WI","R","S001213","Oversight and Investigations","member","minority","7"
"D000631","Madeleine Dean","PA","D","D000631","Oversight and Investigations","member","majority","8"
"G000587","Sylvia Garcia","TX","D","G000587","Oversight and Investigations","member","majority","9"
"P000616","Dean Phillips","MN","D","P000616","Oversight and Investigations","member","majority","10"
"C001061","Emanuel Cleaver II","MO","D","C001061","National Security, International Development, and Monetary Policy","Chair","majority","1"
"S001187","Steve Stivers","OH","R","S001187","National Security, International Development, and Monetary Policy","Ranking Member","minority","1"
"P000593","Ed Perlmutter","CO","D","P000593","National Security, International Development, and Monetary Policy","member","majority","2"
"H001047","Jim Himes","CT","D","H001047","National Security, International Development, and Monetary Policy","member","majority","3"
"L000491","Frank D. Lucas","OK","R","L000491","National Security, International Development, and Monetary Policy","member","minority","3"
"H001064","Denny Heck","WA","D","H001064","National Security, International Development, and Monetary Policy","member","majority","4"
"W000816","Roger Williams","TX","R","W000816","National Security, International Development, and Monetary Policy","member","minority","4"
"S000344","Brad Sherman","CA","D","S000344","National Security, International Development, and Monetary Policy","member","majority","5"
"H001072","French Hill","AR","R","H001072","National Security, International Development, and Monetary Policy","member","minority","5"
"V000130","Juan Vargas","CA","D","V000130","National Security, International Development, and Monetary Policy","member","majority","6"
"E000294","Tom Emmer","MN","R","E000294","National Security, International Development, and Monetary Policy","member","minority","6"
"G000583","Josh Gottheimer","NJ","D","G000583","National Security, International Development, and Monetary Policy","member","majority","7"
"G000588","Anthony Gonzalez","OH","R","G000588","National Security, International Development, and Monetary Policy","member","minority","7"
"S001204","Michael San Nicolas","GU","D","S001204","National Security, International Development, and Monetary Policy","member","majority","8"
"R000612","John Rose","TN","R","R000612","National Security, International Development, and Monetary Policy","member","minority","8"
"M001209","Ben McAdams","UT","D","M001209","National Security, International Development, and Monetary Policy","member","majority","9"
"R000611","Denver Riggleman","VA","R","R000611","National Security, International Development, and Monetary Policy","member","minority","9"
"W000825","Jennifer Wexton","VA","D","W000825","National Security, International Development, and Monetary Policy","member","majority","10"
"L000562","Stephen F. Lynch","MA","D","L000562","National Security, International Development, and Monetary Policy","member","majority","11"
"G000571","Tulsi Gabbard","HI","D","G000571","National Security, International Development, and Monetary Policy","member","majority","12"
"G000586","Jesús García","IL","D","G000586","National Security, International Development, and Monetary Policy","member","majority","13"
"B001281","Joyce Beatty","OH","D","B001281","Diversity and Inclusion","Chair","majority","1"
"W000812","Ann Wagner","MO","R","W000812","Diversity and Inclusion","Ranking Member","minority","1"
"C001049","William Lacy Clay","MO","D","C001049","Diversity and Inclusion","member","majority","2"
"L000491","Frank D. Lucas","OK","R","L000491","Diversity and Inclusion","member","minority","2"
"G000553","Al Green","TX","D","G000553","Diversity and Inclusion","member","majority","3"
"M001195","Alex Mooney","WV","R","M001195","Diversity and Inclusion","member","minority","3"
"G000583","Josh Gottheimer","NJ","D","G000583","Diversity and Inclusion","member","majority","4"
"B001305","Ted Budd","NC","R","B001305","Diversity and Inclusion","member","minority","4"
"G000581","Vicente Gonzalez","TX","D","G000581","Diversity and Inclusion","member","majority","5"
"K000392","David Kustoff","TN","R","K000392","Diversity and Inclusion","member","minority","5"
"L000586","Al Lawson","FL","D","L000586","Diversity and Inclusion","member","majority","6"
"H001074","Trey Hollingsworth","IN","R","H001074","Diversity and Inclusion","member","minority","6"
"P000617","Ayanna Pressley","MA","D","P000617","Diversity and Inclusion","member","majority","7"
"G000588","Anthony Gonzalez","OH","R","G000588","Diversity and Inclusion","member","minority","7"
"G000571","Tulsi Gabbard","HI","D","G000571","Diversity and Inclusion","member","majority","8"
"S001213","Bryan Steil","WI","R","S001213","Diversity and Inclusion","member","minority","8"
"A000370","Alma Adams","NC","D","A000370","Diversity and Inclusion","member","majority","9"
"G000589","Lance Gooden","TX","R","G000589","Diversity and Inclusion","member","minority","9"
"D000631","Madeleine Dean","PA","D","D000631","Diversity and Inclusion","member","majority","10"
"G000587","Sylvia Garcia","TX","D","G000587","Diversity and Inclusion","member","majority","11"
"P000616","Dean Phillips","MN","D","P000616","Diversity and Inclusion","member","majority","12"
"B001270","Karen Bass","CA","D","B001270","Africa, Global Health, and Global Human Rights","Chair","majority","1"
"S000522","Christopher H. Smith","NJ","R","S000522","Africa, Global Health, and Global Human Rights","Ranking Member","minority","1"
"S000244","F. James Sensenbrenner","WI","R","S000244","Africa, Global Health, and Global Human Rights","member","minority","2"
"W000826","Susan Wild","PA","D","W000826","Africa, Global Health, and Global Human Rights","member","majority","2"
"W000827","Ron Wright","TX","R","W000827","Africa, Global Health, and Global Human Rights","member","minority","3"
"P000616","Dean Phillips","MN","D","P000616","Africa, Global Health, and Global Human Rights","member","majority","3"
"B001309","Tim Burchett","TN","R","B001309","Africa, Global Health, and Global Human Rights","member","minority","4"
"O000173","Ilhan Omar","MN","D","O000173","Africa, Global Health, and Global Human Rights","member","majority","4"
"H001085","Chrissy Houlahan","PA","D","H001085","Africa, Global Health, and Global Human Rights","member","majority","5"
"Y000065","Ted Yoho","FL","R","Y000065","Asia, the Pacific, Central Asia, and Nonproliferation","Ranking Member","minority","1"
"S000344","Brad Sherman","CA","D","S000344","Asia, the Pacific, Central Asia, and Nonproliferation","Chair","majority","1"
"P000605","Scott Perry","PA","R","P000605","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority","2"
"T000468","Dina Titus","NV","D","T000468","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority","2"
"W000812","Ann Wagner","MO","R","W000812","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority","3"
"H001085","Chrissy Houlahan","PA","D","H001085","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority","3"
"M001199","Brian Mast","FL","R","M001199","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority","4"
"C001078","Gerald E. Connolly","VA","D","C001078","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority","4"
"C001114","John Curtis","UT","R","C001114","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority","5"
"B001287","Ami Bera","CA","D","B001287","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority","5"
"L000592","Andy Levin","MI","D","L000592","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority","6"
"S001209","Abigail Spanberger","VA","D","S001209","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority","7"
"K000378","Adam Kinzinger","IL","R","K000378","Europe, Energy, the Environment, and Cyber","Ranking Member","minority","1"
"K000375","Bill Keating","MA","D","K000375","Europe, Energy, the Environment, and Cyber","Chair","majority","1"
"W000795","Joe Wilson","SC","R","W000795","Europe, Energy, the Environment, and Cyber","member","minority","2"
"S001209","Abigail Spanberger","VA","D","S001209","Europe, Energy, the Environment, and Cyber","member","majority","2"
"W000812","Ann Wagner","MO","R","W000812","Europe, Energy, the Environment, and Cyber","member","minority","3"
"M001137","Gregory W. Meeks","NY","D","M001137","Europe, Energy, the Environment, and Cyber","member","majority","3"
"S000244","F. James Sensenbrenner","WI","R","S000244","Europe, Energy, the Environment, and Cyber","member","minority","4"
"S001165","Albio Sires","NJ","D","S001165","Europe, Energy, the Environment, and Cyber","member","majority","4"
"R000607","Francis Rooney","FL","R","R000607","Europe, Energy, the Environment, and Cyber","member","minority","5"
"D000610","Ted Deutch","FL","D","D000610","Europe, Energy, the Environment, and Cyber","member","majority","5"
"F000466","Brian Fitzpatrick","PA","R","F000466","Europe, Energy, the Environment, and Cyber","member","minority","6"
"C001084","David Cicilline","RI","D","C001084","Europe, Energy, the Environment, and Cyber","member","majority","6"
"P000615","Greg Pence","IN","R","P000615","Europe, Energy, the Environment, and Cyber","member","minority","7"
"C001091","Joaquín Castro","TX","D","C001091","Europe, Energy, the Environment, and Cyber","member","majority","7"
"W000827","Ron Wright","TX","R","W000827","Europe, Energy, the Environment, and Cyber","member","minority","8"
"T000468","Dina Titus","NV","D","T000468","Europe, Energy, the Environment, and Cyber","member","majority","8"
"G000591","Michael Guest","MS","R","G000591","Europe, Energy, the Environment, and Cyber","member","minority","9"
"W000826","Susan Wild","PA","D","W000826","Europe, Energy, the Environment, and Cyber","member","majority","9"
"B001309","Tim Burchett","TN","R","B001309","Europe, Energy, the Environment, and Cyber","member","minority","10"
"T000483","David Trone","MD","D","T000483","Europe, Energy, the Environment, and Cyber","member","majority","10"
"C001059","Jim Costa","CA","D","C001059","Europe, Energy, the Environment, and Cyber","member","majority","11"
"G000581","Vicente Gonzalez","TX","D","G000581","Europe, Energy, the Environment, and Cyber","member","majority","12"
"Z000017","Lee Zeldin","NY","R","Z000017","International Development, International Organizations, and Global Corporate Social Impact","Ranking Member","minority","1"
"B001287","Ami Bera","CA","D","B001287","International Development, International Organizations, and Global Corporate Social Impact","Chair","majority","1"
"P000605","Scott Perry","PA","R","P000605","International Development, International Organizations, and Global Corporate Social Impact","member","minority","2"
"O000173","Ilhan Omar","MN","D","O000173","International Development, International Organizations, and Global Corporate Social Impact","member","majority","2"
"B001297","Ken Buck","CO","R","B001297","International Development, International Organizations, and Global Corporate Social Impact","member","minority","3"
"E000297","Adriano Espaillat","NY","D","E000297","International Development, International Organizations, and Global Corporate Social Impact","member","majority","3"
"R000610","Guy Reschenthaler","PA","R","R000610","International Development, International Organizations, and Global Corporate Social Impact","member","minority","4"
"L000582","Ted Lieu","CA","D","L000582","International Development, International Organizations, and Global Corporate Social Impact","member","majority","4"
"M001203","Tom Malinowski","NJ","D","M001203","International Development, International Organizations, and Global Corporate Social Impact","member","majority","5"
"C001084","David Cicilline","RI","D","C001084","International Development, International Organizations, and Global Corporate Social Impact","member","majority","6"
"W000795","Joe Wilson","SC","R","W000795","Middle East, North Africa, and Global Counterterrorism","Ranking Member","minority","1"
"D000610","Ted Deutch","FL","D","D000610","Middle East, North Africa, and Global Counterterrorism","Chair","majority","1"
"C000266","Steven J. Chabot","OH","R","C000266","Middle East, North Africa, and Global Counterterrorism","member","minority","2"
"C001078","Gerald E. Connolly","VA","D","C001078","Middle East, North Africa, and Global Counterterrorism","member","majority","2"
"K000378","Adam Kinzinger","IL","R","K000378","Middle East, North Africa, and Global Counterterrorism","member","minority","3"
"C001084","David Cicilline","RI","D","C001084","Middle East, North Africa, and Global Counterterrorism","member","majority","3"
"Z000017","Lee Zeldin","NY","R","Z000017","Middle East, North Africa, and Global Counterterrorism","member","minority","4"
"L000582","Ted Lieu","CA","D","L000582","Middle East, North Africa, and Global Counterterrorism","member","majority","4"
"M001199","Brian Mast","FL","R","M001199","Middle East, North Africa, and Global Counterterrorism","member","minority","5"
"A000376","Colin Allred","TX","D","A000376","Middle East, North Africa, and Global Counterterrorism","member","majority","5"
"F000466","Brian Fitzpatrick","PA","R","F000466","Middle East, North Africa, and Global Counterterrorism","member","minority","6"
"M001203","Tom Malinowski","NJ","D","M001203","Middle East, North Africa, and Global Counterterrorism","member","majority","6"
"R000610","Guy Reschenthaler","PA","R","R000610","Middle East, North Africa, and Global Counterterrorism","member","minority","7"
"T000483","David Trone","MD","D","T000483","Middle East, North Africa, and Global Counterterrorism","member","majority","7"
"W000824","Steven Watkins","KS","R","W000824","Middle East, North Africa, and Global Counterterrorism","member","minority","8"
"S000344","Brad Sherman","CA","D","S000344","Middle East, North Africa, and Global Counterterrorism","member","majority","8"
"K000375","Bill Keating","MA","D","K000375","Middle East, North Africa, and Global Counterterrorism","member","majority","9"
"V000130","Juan Vargas","CA","D","V000130","Middle East, North Africa, and Global Counterterrorism","member","majority","10"
"R000607","Francis Rooney","FL","R","R000607","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","Ranking Member","minority","1"
"S001165","Albio Sires","NJ","D","S001165","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","Chair","majority","1"
"S000522","Christopher H. Smith","NJ","R","S000522","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority","2"
"M001137","Gregory W. Meeks","NY","D","M001137","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority","2"
"Y000065","Ted Yoho","FL","R","Y000065","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority","3"
"C001091","Joaquín Castro","TX","D","C001091","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority","3"
"C001114","John Curtis","UT","R","C001114","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority","4"
"E000297","Adriano Espaillat","NY","D","E000297","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority","4"
"B001297","Ken Buck","CO","R","B001297","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority","5"
"P000616","Dean Phillips","MN","D","P000616","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority","5"
"G000591","Michael Guest","MS","R","G000591","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority","6"
"L000592","Andy Levin","MI","D","L000592","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority","6"
"G000581","Vicente Gonzalez","TX","D","G000581","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority","7"
"V000130","Juan Vargas","CA","D","V000130","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority","8"
"R000602","Kathleen Rice","NY","D","R000602","Border Security, Facilitation, and Operations","Chair","majority","1"
"H001077","Clay Higgins","LA","R","H001077","Border Security, Facilitation, and Operations","Ranking Member","minority","1"
"P000604","Donald M. Payne Jr.","NJ","D","P000604","Border Security, Facilitation, and Operations","member","majority","2"
"L000589","Debbie Lesko","AZ","R","L000589","Border Security, Facilitation, and Operations","member","minority","2"
"C001110","J. Luis Correa","CA","D","C001110","Border Security, Facilitation, and Operations","member","majority","3"
"J000302","John Joyce","PA","R","J000302","Border Security, Facilitation, and Operations","member","minority","3"
"T000484","Xochitl Torres Small","NM","D","T000484","Border Security, Facilitation, and Operations","member","majority","4"
"G000591","Michael Guest","MS","R","G000591","Border Security, Facilitation, and Operations","member","minority","4"
"G000553","Al Green","TX","D","G000553","Border Security, Facilitation, and Operations","member","majority","5"
"R000575","Mike D. Rogers","AL","R","R000575","Border Security, Facilitation, and Operations","Ex Officio","minority","5"
"C001067","Yvette D. Clarke","NY","D","C001067","Border Security, Facilitation, and Operations","member","majority","6"
"T000193","Bennie Thompson","MS","D","T000193","Border Security, Facilitation, and Operations","Ex Officio","majority","7"
"P000604","Donald M. Payne Jr.","NJ","D","P000604","Emergency Preparedness, Response, and Recovery","Chair","majority","1"
"K000210","Peter T. King","NY","R","K000210","Emergency Preparedness, Response, and Recovery","Ranking Member","minority","1"
"R000588","Cedric Richmond","LA","D","R000588","Emergency Preparedness, Response, and Recovery","member","majority","2"
"J000302","John Joyce","PA","R","J000302","Emergency Preparedness, Response, and Recovery","member","minority","2"
"R000613","Max Rose","NY","D","R000613","Emergency Preparedness, Response, and Recovery","member","majority","3"
"C001120","Dan Crenshaw","TX","R","C001120","Emergency Preparedness, Response, and Recovery","member","minority","3"
"U000040","Lauren Underwood","IL","D","U000040","Emergency Preparedness, Response, and Recovery","member","majority","4"
"G000591","Michael Guest","MS","R","G000591","Emergency Preparedness, Response, and Recovery","member","minority","4"
"G000553","Al Green","TX","D","G000553","Emergency Preparedness, Response, and Recovery","member","majority","5"
"R000575","Mike D. Rogers","AL","R","R000575","Emergency Preparedness, Response, and Recovery","Ex Officio","minority","5"
"C001067","Yvette D. Clarke","NY","D","C001067","Emergency Preparedness, Response, and Recovery","member","majority","6"
"T000193","Bennie Thompson","MS","D","T000193","Emergency Preparedness, Response, and Recovery","Ex Officio","majority","7"
"R000588","Cedric Richmond","LA","D","R000588","Cybersecurity, Infrastructure Protection, and Innovation","Chair","majority","1"
"K000386","John Katko","NY","R","K000386","Cybersecurity, Infrastructure Protection, and Innovation","Ranking Member","minority","1"
"J000032","Sheila Jackson Lee","TX","D","J000032","Cybersecurity, Infrastructure Protection, and Innovation","member","majority","2"
"L000559","Jim Langevin","RI","D","L000559","Cybersecurity, Infrastructure Protection, and Innovation","member","majority","3"
"W000819","Mark Walker","NC","R","W000819","Cybersecurity, Infrastructure Protection, and Innovation","member","minority","3"
"R000602","Kathleen Rice","NY","D","R000602","Cybersecurity, Infrastructure Protection, and Innovation","member","majority","4"
"T000479","Van Taylor","TX","R","T000479","Cybersecurity, Infrastructure Protection, and Innovation","member","minority","4"
"U000040","Lauren Underwood","IL","D","U000040","Cybersecurity, Infrastructure Protection, and Innovation","member","majority","5"
"R000575","Mike D. Rogers","AL","R","R000575","Cybersecurity, Infrastructure Protection, and Innovation","Ex Officio","minority","5"
"S001208","Elissa Slotkin","MI","D","S001208","Cybersecurity, Infrastructure Protection, and Innovation","member","majority","6"
"T000193","Bennie Thompson","MS","D","T000193","Cybersecurity, Infrastructure Protection, and Innovation","Ex Officio","majority","7"
"R000613","Max Rose","NY","D","R000613","Intelligence and Counterterrorism","Chair","majority","1"
"W000819","Mark Walker","NC","R","W000819","Intelligence and Counterterrorism","Ranking Member","minority","1"
"J000032","Sheila Jackson Lee","TX","D","J000032","Intelligence and Counterterrorism","member","majority","2"
"K000210","Peter T. King","NY","R","K000210","Intelligence and Counterterrorism","member","minority","2"
"L000559","Jim Langevin","RI","D","L000559","Intelligence and Counterterrorism","member","majority","3"
"G000590","Mark Green","TN","R","G000590","Intelligence and Counterterrorism","member","minority","3"
"S001208","Elissa Slotkin","MI","D","S001208","Intelligence and Counterterrorism","member","majority","4"
"R000575","Mike D. Rogers","AL","R","R000575","Intelligence and Counterterrorism","Ex Officio","minority","4"
"T000193","Bennie Thompson","MS","D","T000193","Intelligence and Counterterrorism","Ex Officio","majority","5"
"T000484","Xochitl Torres Small","NM","D","T000484","Oversight, Management, and Accountability","Chair","majority","1"
"C001120","Dan Crenshaw","TX","R","C001120","Oversight, Management, and Accountability","Ranking Member","minority","1"
"T000468","Dina Titus","NV","D","T000468","Oversight, Management, and Accountability","member","majority","2"
"H001077","Clay Higgins","LA","R","H001077","Oversight, Management, and Accountability","member","minority","2"
"W000822","Bonnie Watson Coleman","NJ","D","W000822","Oversight, Management, and Accountability","member","majority","3"
"T000479","Van Taylor","TX","R","T000479","Oversight, Management, and Accountability","member","minority","3"
"B001300","Nanette Barragán","CA","D","B001300","Oversight, Management, and Accountability","member","majority","4"
"R000575","Mike D. Rogers","AL","R","R000575","Oversight, Management, and Accountability","Ex Officio","minority","4"
"T000193","Bennie Thompson","MS","D","T000193","Oversight, Management, and Accountability","Ex Officio","majority","5"
"C001110","J. Luis Correa","CA","D","C001110","Transportation and Maritime Security","Chair","majority","1"
"L000589","Debbie Lesko","AZ","R","L000589","Transportation and Maritime Security","Ranking Member","minority","1"
"C001061","Emanuel Cleaver II","MO","D","C001061","Transportation and Maritime Security","member","majority","2"
"K000386","John Katko","NY","R","K000386","Transportation and Maritime Security","member","minority","2"
"T000468","Dina Titus","NV","D","T000468","Transportation and Maritime Security","member","majority","3"
"W000822","Bonnie Watson Coleman","NJ","D","W000822","Transportation and Maritime Security","member","majority","4"
"G000590","Mark Green","TN","R","G000590","Transportation and Maritime Security","member","minority","4"
"B001300","Nanette Barragán","CA","D","B001300","Transportation and Maritime Security","member","majority","5"
"R000575","Mike D. Rogers","AL","R","R000575","Transportation and Maritime Security","Ex Officio","minority","5"
"D000627","Val Demings","FL","D","D000627","Transportation and Maritime Security","member","majority","6"
"T000193","Bennie Thompson","MS","D","T000193","Transportation and Maritime Security","Ex Officio","majority","7"
"G000565","Paul Gosar","AZ","R","G000565","Energy and Mineral Resources","Ranking Member","minority","1"
"L000579","Alan Lowenthal","CA","D","L000579","Energy and Mineral Resources","Chair","majority","1"
"L000564","Doug Lamborn","CO","R","L000564","Energy and Mineral Resources","member","minority","2"
"L000593","Mike Levin","CA","D","L000593","Energy and Mineral Resources","member","majority","2"
"W000821","Bruce Westerman","AR","R","W000821","Energy and Mineral Resources","member","minority","3"
"C001122","Joe Cunningham","SC","D","C001122","Energy and Mineral Resources","member","majority","3"
"G000577","Garret Graves","LA","R","G000577","Energy and Mineral Resources","member","minority","4"
"M001200","A. Donald McEachin","VA","D","M001200","Energy and Mineral Resources","member","majority","4"
"C001109","Liz Cheney","WY","R","C001109","Energy and Mineral Resources","member","minority","5"
"D000197","Diana DeGette","CO","D","D000197","Energy and Mineral Resources","member","majority","5"
"H001082","Kevin Hern","OK","R","H001082","Energy and Mineral Resources","member","minority","6"
"B001304","Anthony Brown","MD","D","B001304","Energy and Mineral Resources","member","majority","6"
"H001068","Jared Huffman","CA","D","H001068","Energy and Mineral Resources","member","majority","7"
"B001250","Rob Bishop","UT","R","B001250","Energy and Mineral Resources","Ex Officio","minority","7"
"C001090","Matt Cartwright","PA","D","C001090","Energy and Mineral Resources","member","majority","8"
"G000551","Raúl M. Grijalva","AZ","D","G000551","Energy and Mineral Resources","Ex Officio","majority","9"
"Y000033","Don Young","AK","R","Y000033","National Parks, Forests, and Public Lands","Ranking Member","minority","1"
"H001080","Debra Haaland","NM","D","H001080","National Parks, Forests, and Public Lands","Chair","majority","1"
"G000552","Louie Gohmert","TX","R","G000552","National Parks, Forests, and Public Lands","member","minority","2"
"N000191","Joe Neguse","CO","D","N000191","National Parks, Forests, and Public Lands","member","majority","2"
"M001177","Tom McClintock","CA","R","M001177","National Parks, Forests, and Public Lands","member","minority","3"
"D000197","Diana DeGette","CO","D","D000197","National Parks, Forests, and Public Lands","member","majority","3"
"D000624","Debbie Dingell","MI","D","D000624","National Parks, Forests, and Public Lands","member","majority","4"
"W000821","Bruce Westerman","AR","R","W000821","National Parks, Forests, and Public Lands","member","minority","5"
"H001066","Steven Horsford","NV","D","H001066","National Parks, Forests, and Public Lands","member","majority","5"
"H001071","Jody Hice","GA","R","H001071","National Parks, Forests, and Public Lands","member","minority","6"
"H001068","Jared Huffman","CA","D","H001068","National Parks, Forests, and Public Lands","member","majority","6"
"W000806","Daniel Webster","FL","R","W000806","National Parks, Forests, and Public Lands","member","minority","7"
"G000574","Ruben Gallego","AZ","D","G000574","National Parks, Forests, and Public Lands","member","majority","7"
"C001114","John Curtis","UT","R","C001114","National Parks, Forests, and Public Lands","member","minority","8"
"L000579","Alan Lowenthal","CA","D","L000579","National Parks, Forests, and Public Lands","member","majority","8"
"F000469","Russ Fulcher","ID","R","F000469","National Parks, Forests, and Public Lands","member","minority","9"
"C001055","Ed Case","HI","D","C001055","National Parks, Forests, and Public Lands","member","majority","9"
"T000469","Paul Tonko","NY","D","T000469","National Parks, Forests, and Public Lands","member","majority","10"
"B001250","Rob Bishop","UT","R","B001250","National Parks, Forests, and Public Lands","Ex Officio","minority","10"
"G000551","Raúl M. Grijalva","AZ","D","G000551","National Parks, Forests, and Public Lands","Ex Officio","majority","12"
"M001177","Tom McClintock","CA","R","M001177","Water, Oceans, and Wildlife","Ranking Member","minority","1"
"H001068","Jared Huffman","CA","D","H001068","Water, Oceans, and Wildlife","Chair","majority","1"
"L000564","Doug Lamborn","CO","R","L000564","Water, Oceans, and Wildlife","member","minority","2"
"N000179","Grace F. Napolitano","CA","D","N000179","Water, Oceans, and Wildlife","member","majority","2"
"W000804","Robert J. Wittman","VA","R","W000804","Water, Oceans, and Wildlife","member","minority","3"
"C001059","Jim Costa","CA","D","C001059","Water, Oceans, and Wildlife","member","majority","3"
"G000577","Garret Graves","LA","R","G000577","Water, Oceans, and Wildlife","member","minority","4"
"S001177","Gregorio Kilili Camacho Sablan","MP","D","S001177","Water, Oceans, and Wildlife","member","majority","4"
"H001071","Jody Hice","GA","R","H001071","Water, Oceans, and Wildlife","member","minority","5"
"R000600","Amata Coleman Radewagen","AS","R","R000600","Water, Oceans, and Wildlife","member","minority","6"
"V000081","Nydia M. Velázquez","NY","D","V000081","Water, Oceans, and Wildlife","member","majority","6"
"W000806","Daniel Webster","FL","R","W000806","Water, Oceans, and Wildlife","member","minority","7"
"B001304","Anthony Brown","MD","D","B001304","Water, Oceans, and Wildlife","member","majority","7"
"J000299","Mike Johnson","LA","R","J000299","Water, Oceans, and Wildlife","member","minority","8"
"C001055","Ed Case","HI","D","C001055","Water, Oceans, and Wildlife","member","majority","8"
"G000582","Jenniffer González-Colón","PR","R","G000582","Water, Oceans, and Wildlife","member","minority","9"
