"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap","priceChangedFiveDayPercent","priceChangedOneMonthPercent","priceChangedThreeMonthsPercent"
"LCD","HNX","Erection - Electromechanics Testing Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-11-15",1474000,40048531500,"N/A","N/A","N/A"
"LCG","HOSE","Lizen Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-11-18",174404824,2228279776000,4.68,5.96,-11.83
"LCM","HOSE","Lao Cai Mining and Mineral Processing Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2011-09-16",24633000,68971865200,7.14,3.93,-32.14
"LCS","HNX","Licogi 16.6 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-06-24",7600000,16720000000,"N/A","N/A","N/A"
"LCW","UPCOM","Lai Chau Clean Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-11-30",21586514,215665140000,"N/A","N/A","N/A"
"LDG","HOSE","LDG Investment Joint stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","2015-08-12",240212451,2705753484300,7.52,14.69,-6.64
"LDP","HNX","Lam Dong Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2010-07-20",12703167,193087652000,-3.95,-5.26,-15.79
"LDW","UPCOM","Lam Dong Water Supply And Sewerage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2018-03-16",78800000,1000760000000,"N/A","N/A","N/A"
"LEC","HOSE","Central Power Real Estate Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-06-14",26100000,225765000000,"N/A","N/A","N/A"
"LG9","UPCOM","Mechanized Construction And Installation Joint Stock Company No9","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-12-18",5026600,42223440000,"N/A","N/A","N/A"
"LGC","HOSE","CII Bridges and Roads Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-27",192854765,8745963592750,"N/A","N/A","N/A"
"LGL","HOSE","Long Giang Investment and Urban Development Joint-stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-10-08",51500000,315677223000,3.1,12.23,-5.87
"LGM","UPCOM","Leather Footwear and Garment Making Export Corporation","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2019-12-18",7400000,85840000000,"N/A","N/A","N/A"
"LHC","HNX","Lam Dong Investment Hydraulic Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-01-13",7200000,977760000000,4.27,3.53,"N/A"
"LHG","HOSE","Long Hau Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-03-23",50012010,2015484003000,3.72,8.68,17.62
"LIC","UPCOM","LICOGI Corporation - JSC","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-06-05",90000000,1954980000000,-0.91,12.27,-4.55
"LIG","HNX","Licogi 13 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-04-22",95084569,640700494800,1.47,2.94,-14.71
"LIX","HOSE","LIX Detergent Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Personal Products","2009-12-10",32400000,1438560000000,"N/A","N/A","N/A"
"LKW","UPCOM","Long Khanh Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2012-07-04",2500000,112250000000,"N/A","N/A","N/A"
"LLM","UPCOM","Vietnam Machinery Installation Corporation","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2017-08-16",79726104,944754332400,"N/A","N/A","N/A"
"LM3","UPCOM","Lilama 3 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-01",5150000,20085000000,"N/A","N/A","N/A"
"LM7","HNX","Lilama 7 Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2010-10-28",4957000,19000000000,"N/A","N/A","N/A"
"LM8","HOSE","Lilama 18 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-11-15",9388682,112664184000,2.08,9.75,"N/A"
"LMC","UPCOM","LATCA Mineral Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2017-09-21",1500000,30000000000,"N/A","N/A","N/A"
"LMH","UPCOM","Quoc te Holding Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2018-10-12",25629995,343185633050,3.1,-29.46,43.41
"LMI","UPCOM","IDICO Machinery Erection Construction Investment Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2017-07-20",5500000,49500000000,"N/A","N/A","N/A"
"LNC","UPCOM","Le Ninh Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2019-07-04",8230067,82300670000,"N/A","N/A","N/A"
"LO5","UPCOM","Lilama 5 Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2009-12-21",5149791,6447538332,"N/A","N/A","N/A"
"LPB","HOSE","Lien Viet Post Joint Stock Commercial Bank","Banks","Banks","Banks","Banks","2017-10-05",1238586323,23756658689400,1.9,0.32,8.86
"LPT","UPCOM","Lap Phuong Thanh Production And Trading Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","2021-04-08",12000000,128676000000,0.93,7.48,11.21
"LQN","UPCOM","Licogi Quang Ngai Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2016-11-01",1893540,17041860000,"N/A","N/A","N/A"
"LSG","UPCOM","Sai Gon Vina Land Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2022-05-12",90000000,677250000000,5.06,3.8,"N/A"
"LSS","HOSE","Lam Son Suger Joint Stock Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","2008-01-09",70000000,724500000000,0.97,-1.45,-5.8
"LTC","UPCOM","Low Current Telecommunication Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Computer Hardware","2006-12-14",4586000,8603336000,"N/A","N/A","N/A"
"LTG","UPCOM","Loc Troi Group Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2017-07-24",80593340,2935048256120,2.49,3.59,-11.33
"LUT","HNX","Luong Tai Investment Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-01-04",15000000,70312000000,0,6.38,"N/A"
"LWS","UPCOM","Lao Cai Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-12-22",17717665,180720183000,"N/A","N/A","N/A"
"LYF","UPCOM","Luong Yen Food Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2021-05-19",300,59547700800,"N/A","N/A","N/A"
"M10","UPCOM","Garment 10 Corporation - Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2018-01-10",30240000,604795120000,"N/A","N/A","N/A"
"MA1","UPCOM","Machinery Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","2020-06-29",5289715,167948451250,"N/A","N/A","N/A"
"MAC","HNX","Marine Supply And Engineering Service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Commercial Vehicles & Trucks","2009-12-24",15139745,143827577500,0,1.05,-18.95
"MAS","HNX","Danang Airport Services Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2009-09-09",4267683,164305795500,"N/A","N/A","N/A"
"MBB","HOSE","Military Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2011-11-01",3778321777,107002072738800,2.12,6.44,3.77
"MBG","HNX","MBG Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-11-26",112355278,921313279600,1.22,-2.44,-13.41
"MBN","UPCOM","Bac Ninh Urban Environment and Public Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2018-10-03",5750000,45425000000,"N/A","N/A","N/A"
"MBS","HNX","MB Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2016-03-28",267618324,7535277684000,1.52,8.18,12.83
"MCC","HNX","High - Grade Brick - Tile Co-opration","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2010-04-26",5016124,50858464800,"N/A","N/A","N/A"
"MCF","HNX","Mechanics Construction And Foodstuff Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2011-02-14",10777838,82989352600,-1.3,-1.3,"N/A"
"MCG","HOSE","MCG Energy and Real Estate Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-09-24",57510000,209241000000,1.74,3.98,-20.65
"MCH","UPCOM","Masan Consumer Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","2017-01-05",726793818,68934638620164,-4.1,2.31,-5.15
"MCI","UPCOM","IDICO Material Development And Construction Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-09-08",3500000,35000000000,"N/A","N/A","N/A"
"MCM","UPCOM","Moc Chau Dairy Cattle Breeding Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2020-12-18",110000000,5048230000000,2.64,4.4,-3.3
"MCO","HNX","Investment and Construction BDC Viet Nam Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-21",4103929,16005323100,"N/A","N/A","N/A"
"MCP","HOSE","My Chau Printing & Packaging Holdings Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2006-12-28",15071337,325136484000,"N/A","N/A","N/A"
"MDA","UPCOM","Dong Anh Urban Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2018-01-10",1200000,10800000000,"N/A","N/A","N/A"
"MDC","HNX","Vinacomin - Mong Duong Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2009-07-23",21418346,246310979000,4.35,5.22,"N/A"
"MDF","UPCOM","MDF VRG - Quang Tri Wood Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2011-02-25",55113595,799147127500,"N/A","N/A","N/A"
"MDG","HOSE","Mien Dong Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2011-01-12",10889031,168293930300,"N/A","N/A","N/A"
"MEC","UPCOM","Song Da Mechanical Assembiling Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-14",8353620,46780272000,"N/A","N/A","N/A"
"MED","HNX","Mediplantex National Phamaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2020-03-18",12410000,279225000000,"N/A","N/A","N/A"
"MEF","UPCOM","MEINFA Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Medical Supplies","2011-11-30",3940522,6537723200,"N/A","N/A","N/A"
"MEL","HNX","Me Lin Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-09-27",15000000,162000000000,1.85,-2.78,"N/A"
"MES","UPCOM","Mechanical Engineering Service Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-12-12",18600000,186000000000,"N/A","N/A","N/A"
"MFS","UPCOM","Mobifone Technical Services Joint Stock Company","Telecommunications","Telecommunications","Mobile Telecommunications","Mobile Telecommunications","2019-04-16",7062979,205935278703,2.41,-2.76,2.93
"MGC","UPCOM","Vinacomin - Mining Geology Joint Stock Comapny","Basic Materials","Basic Resources","Mining","General Mining","2016-06-09",10800000,54021600000,0,"N/A","N/A"
"MGG","UPCOM","Duc Giang Corporation","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-11-06",8999622,281688168600,"N/A","N/A","N/A"
"MGR","UPCOM","MGROUP Group Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2022-04-28",20000000,234000000000,"N/A","N/A","N/A"
"MH3","UPCOM","Binh Long Rubber Industrial Park Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-03-06",12000000,1272000000000,"N/A","N/A","N/A"
"MHC","HOSE","MHC Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2005-03-21",41406964,302269961200,3.84,9.59,3.15
"MHL","HNX","Minh Huu Lien Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2009-11-26",5430923,36491498700,"N/A","N/A","N/A"
"MIC","UPCOM","Quang Nam Mineral Industry Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2007-12-21",5544946,71690073000,"N/A","N/A","N/A"
"MIE","UPCOM","Machines and Industrial Equipment Corporation","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2017-12-15",141991500,1987881000000,"N/A","N/A","N/A"
"MIG","HOSE","Military Insurance Corporation","Financials","Insurance","Nonlife Insurance","Property & Casualty Insurance","2017-05-05",164450000,3831685000000,0.86,-0.43,-12.53
"MIM","HNX","Mineral and Mechanical Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2010-08-16",3409860,31029726000,"N/A","N/A","N/A"
"MKP","UPCOM","Mekophar Chemical Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2018-01-29",25545867,882113595110,3.43,-4.29,"N/A"
"MKV","HNX","Cai Lay Veterinary Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2008-11-21",5000038,58000000000,"N/A","N/A","N/A"
"MLC","UPCOM","Lao Cai Urban Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-05-23",4171175,18770287500,"N/A","N/A","N/A"
"MLS","UPCOM","Mitraco Livestock Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2016-12-28",4000000,86000000000,"N/A","N/A","N/A"
"MML","UPCOM","Masan MEATLife Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2019-12-09",326988447,19563204077880,-1.17,"N/A","N/A"
"MNB","UPCOM","Nha Be Garment Corporation - Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2018-04-24",18200000,478660000000,"N/A","N/A","N/A"
"MND","UPCOM","Nam Dinh Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-08-11",2194475,20628065000,"N/A","N/A","N/A"
"MPC","UPCOM","Minh Phu Seafood Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2017-10-16",200000000,9030055064950,7.08,4.87,1.55
"MPT","UPCOM","MPT Group Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2016-01-15",17107164,27525426876,"N/A","N/A","N/A"
"MPY","UPCOM","Phu Yen Town Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-05-15",6143000,43001000000,"N/A","N/A","N/A"
"MQB","UPCOM","Quang Binh Environment and Urban Development Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-11-08",3675675,34183777500,"N/A","N/A","N/A"
"MQN","UPCOM","Quang Ngai Urban Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2018-06-22",4709886,133478150000,"N/A","N/A","N/A"
"MRF","UPCOM","MERUFA Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Medical Equipment","2017-12-12",3675404,191290568400,"N/A","N/A","N/A"
"MSB","HOSE","Vietnam Maritime Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2020-12-23",1527500000,29480750000000,1.55,3.11,-2.59
"MSH","HOSE","Song Hong Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2018-11-28",75014100,3308121810000,1.36,-2.04,-19.43
"MSN","HOSE","Masan Group Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","2009-11-05",1423724783,159741920652600,0.36,2.5,-3.52
"MSR","UPCOM","Masan High-Tech Materials Corporation","Basic Materials","Basic Resources","Mining","General Mining","2015-09-17",1099155420,21991901643360,1.01,-0.5,-6.03
"MST","HNX","MST Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-05-10",68140691,606452149900,4.49,2.25,-62.92
"MTA","UPCOM","Ha Tinh Minerals & Trading Joint Stock Corporation","Basic Materials","Basic Resources","Mining","General Mining","2015-10-21",110113591,968999600800,"N/A","N/A","N/A"
"MTB","UPCOM","Thai Binh Environment And Urban Projects Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2020-12-10",6278259,29507817300,"N/A","N/A","N/A"
"MTC","UPCOM","My Tra Tourist Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Hotels","2012-08-17",5200000,14204002500,"N/A","N/A","N/A"
"MTG","UPCOM","MT Gas JSC","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2009-01-15",6300000,34221600000,7.41,7.41,-40.74
"MTH","UPCOM","Ha Dong Environment Public Service Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2011-02-10",4787910,143158509000,"N/A","N/A","N/A"
"MTL","UPCOM","Tu Liem Urban Environment Service Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2016-05-10",6000000,33600000000,"N/A","N/A","N/A"
"MTP","UPCOM","Medipharco Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2010-09-23",6598367,86058541800,"N/A","N/A","N/A"
"MTS","UPCOM","Vinacomin - Materials Trading Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Industrial Suppliers","2017-04-28",15000000,157500000000,"N/A","N/A","N/A"
"MTV","UPCOM","Vung Tau Environment Services and Urban Project Joint Stock Company ","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-08-16",5400000,124200000000,"N/A","N/A","N/A"
"MVB","HNX","Vinacomin - Viet Bac Mining Industry Holding Corporation","Basic Materials","Basic Resources","Mining","General Mining","2016-10-14",105000000,1974000000000,2.13,"N/A","N/A"
"MVC","UPCOM","Binh Duong Building Materials and Construction Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-03-22",100000000,798000000000,-1.25,-2.5,-15.13
"MVN","UPCOM","Vietnam Maritime Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2018-10-08",6374700,33016170000000,1.09,"N/A","N/A"
"MWG","HOSE","Mobile World Investment Corporation","Consumer Services","Retail","General Retailers","Specialty Retailers","2014-07-14",1463879280,105679835286000,7.89,15.1,-6.44
"NAB","UPCOM","Nam A Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2020-10-09",656440504,9702190649120,2.03,2.7,-2.03
"NAC","UPCOM","National of General Construction Consultants Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-03-21",2835000,3969000000,"N/A","N/A","N/A"
"NAF","HOSE","Nafoods Group Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2015-10-07",50564152,846314659350,3.72,10.78,-5.2
"NAG","HNX","Nagakawa Group Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2009-09-22",16682624,367776264000,3.33,-9.17,-9.67
"NAP","HNX","Nghe Tinh Port Holding Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2016-07-19",21517200,260358120000,"N/A","N/A","N/A"
"NAS","UPCOM","Noibai Airport Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-01-25",8315764,232833496000,"N/A","N/A","N/A"
"NAU","UPCOM","Nghe An Urban Environment and Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2018-06-29",3669999,22019994000,"N/A","N/A","N/A"
"NAV","HOSE","Nam Viet Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-22",8000000,165199587000,-0.97,"N/A","N/A"
"NAW","UPCOM","Nghe An Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-08-04",37385983,362644035100,"N/A","N/A","N/A"
"NBB","HOSE","577 Investment Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-02-18",100475656,1943100023000,2.06,7.22,8.51
"NBC","HNX","Vinacomin - Nui Beo Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2006-12-27",36999124,640084845200,0.58,4.05,2.43
"NBE","UPCOM","North Books and Educational Equipment Joint Stock Company","Consumer Services","Media","Media","Publishing","2017-08-21",5000000,72000000000,-4.17,"N/A","N/A"
"NBP","HNX","Ninh Binh Thermal Power Joint-Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2009-08-06",12865500,210994200000,"N/A","N/A","N/A"
"NBT","UPCOM","Ben Tre Water Supply and Sewerage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-06-01",29400000,411600000000,"N/A","N/A","N/A"
"NBW","HNX","Nha Be Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2010-05-04",10900000,228900000000,"N/A","N/A","N/A"
"NCS","UPCOM","Noibai Catering Services Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2015-12-02",17949098,382440458680,"N/A","N/A","N/A"
"NCT","HOSE","Noibai Cargo Terminal Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2015-01-08",26166940,2422946783200,0.86,0.65,5.78
"ND2","UPCOM","Northern Electricity Development and Investment Joint Stock Company No. 2","Utilities","Utilities","Electricity","Conventional Electricity","2010-07-22",49993960,1749788600000,"N/A","N/A","N/A"
"NDC","UPCOM","Nam Duoc Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2010-03-11",5964000,718662000000,"N/A","N/A","N/A"
"NDF","UPCOM","Nam Dinh Export Foodstuff and Agricultutal Products Processing Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2014-09-12",7853800,15330617600,"N/A","N/A","N/A"
"NDN","HNX","Danang Housing Investment Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2011-04-21",71657936,773905708800,0,0.93,-22.22
"NDP","UPCOM","National Day Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2013-04-09",11100000,185370000000,"N/A","N/A","N/A"
"NDT","UPCOM","Nam Dinh Textile Garment Joint Stock Corporation","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2018-09-11",13600000,279768320000,1.8,9.44,-22.47
"NDW","UPCOM","Nam Dinh Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2019-06-11",34311748,273824384000,"N/A","N/A","N/A"
"NDX","HNX","Danang Housing Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2013-07-17",9987557,68071654700,-1.41,-2.39,-0.99
"NED","UPCOM","North - West Electric Investment and Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-08-18",40500000,334408500000,3.61,3.61,6.02
"NET","HNX","Net Detergent Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Personal Products","2010-09-15",22398374,1153516261000,"N/A","N/A","N/A"
"NFC","HNX","Ninh Binh Phosphate Fertilizer Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2014-03-03",15731260,311478948000,"N/A","N/A","N/A"
"NGC","UPCOM","Ngo Quyen Processing Export Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2008-03-06",2299854,44847153000,"N/A","N/A","N/A"
"NHA","HOSE","Ha Noi South Housing and Urban Development Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-13",42174520,1197756368000,-1.41,20.77,-0.35
"NHC","HNX","Nhi Hiep Brick-Tile Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2005-12-16",3041542,95808573000,"N/A","N/A","N/A"
"NHH","HOSE","HaNoi Plastics Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2017-09-08",72880000,1107776000000,-1.97,5.92,-5.59
"NHP","UPCOM","NHP Production Import - Export Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2015-03-11",27576490,38938003880,"N/A","N/A","N/A"
"NHT","HOSE","Nam Hoa Trading &amp; Production Corporation","Consumer Goods","Personal & Household Goods","Leisure Goods","Toys","2017-12-01",18488896,478228607500,9.27,"N/A","N/A"
"NHV","UPCOM","Nirvana Health Vietnam Joint Stock Company ","Basic Materials","Basic Resources","Industrial Metals & Mining","Nonferrous Metals","2017-06-14",5480112,259647706560,34.29,6.9,59.1
"NJC","UPCOM","Nam Dinh Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2020-12-23",3000000,59400000000,"N/A","N/A","N/A"
"NKG","HOSE","Nam Kim Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2011-01-14",263277806,5778947841700,2.05,13.44,-3.42
"NLG","HOSE","Nam Long Investment Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2013-04-08",382940013,16983389576550,4.06,6.99,2.82
"NLS","UPCOM","Lang Son Water Supply and Drainage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-07-29",5009800,22544100000,"N/A","N/A","N/A"
"NNC","HOSE","Nui Nho Stone Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2010-06-23",21920000,390176000000,1.12,0,-0.56
"NNG","UPCOM","Ngoc Nghia Industry - Service - Trading Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2015-03-31",81570988,1884289822800,"N/A","N/A","N/A"
"NNT","UPCOM","Ninh Thuan Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2012-06-22",9490841,341670276000,"N/A","N/A","N/A"
"NOS","UPCOM","Oriental Shipping and Trading Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2011-01-11",20056000,33233136264,"N/A","N/A","N/A"
"NQB","UPCOM","Quang Binh Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2015-07-16",17230204,346327100400,"N/A","N/A","N/A"
"NQN","UPCOM","Quang Ninh Clean Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2018-06-15",50831593,777723372900,"N/A","N/A","N/A"
"NQT","UPCOM","Quang Tri Clean Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-12-09",18233269,145866152000,"N/A","N/A","N/A"
"NRC","HNX","Danh Khoi Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2018-04-05",88188686,1453784863400,3.18,5.1,-0.06
"NS2","UPCOM","Hanoi Water Supply Number 2 Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-11-30",56800000,465760000000,"N/A","N/A","N/A"
"NSC","HOSE","Vietnam National Seed Group Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2006-12-21",17586988,1551829762800,-2.27,-6.91,"N/A"
