"symbol","action","fullName","firstName","lastName","amount","asset","disclosureYear","disclosureDate","transactionDate","url"
"DXCM","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","DexCom Inc","2021","2021-09-15","2021-07-01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"DHR","purchase","Hon. Kevin Hern","Kevin","Hern","$50,001 - $100,000","Danaher Corporation","2021","2021-09-15","2021-07-01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"DIAL","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Columbia Diversified Fixed Income Allocation ETF","2021","2021-09-15","2021-07-07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"BSX","purchase","Hon. Kevin Hern","Kevin","Hern","$15,001 - $50,000","Boston Scientific Corporation","2021","2021-09-15","2021-07-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"BSX","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Boston Scientific Corporation","2021","2021-09-15","2021-07-01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"AMZN","purchase","Hon. Kevin Hern","Kevin","Hern","$50,001 - $100,000","Amazon.com Inc","2021","2021-09-15","2021-07-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"GOOGL","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Alphabet Inc Class A","2021","2021-09-15","2021-07-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"ADBE","purchase","Hon. Kevin Hern","Kevin","Hern","$50,001 - $100,000","Adobe Inc","2021","2021-09-15","2021-07-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf"
"--","sale_full","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Industrial Property Trust Inc Class A","2021","2021-07-30","2020-01-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019183.pdf"
"WMB","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Williams Companies Inc","2021","2021-07-14","2021-06-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"PXD","purchase","Hon. Kevin Hern","Kevin","Hern","$500,001 - $1,000,000","Pioneer Natural Resources","2021","2021-07-14","2021-06-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"PHX","purchase","Hon. Kevin Hern","Kevin","Hern","$15,001 - $50,000","Phillips 66","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"NEE","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","NextEra Energy Inc","2021","2021-07-14","2021-06-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"MSFT","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Microsoft Inc","2021","2021-07-14","2021-06-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"MSFT","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Microsoft Inc","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"MSFT","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","Microsoft Inc","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"MASI","purchase","Hon. Kevin Hern","Kevin","Hern","$15,001 - $50,000","Masimo Corporation","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"MASI","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Masimo Corporation","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"LIN","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Linde plc Ordinary Shares","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"JPM","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","JP Morgan Chase & Co","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"JNJ","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","Johnson & Johnson","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"HON","purchase","Hon. Kevin Hern","Kevin","Hern","$50,001 - $100,000","Honeywell International Inc","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"HD","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Home Depot Inc","2021","2021-07-14","2021-06-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"XOM","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Exxon Mobil Corporation","2021","2021-07-14","2021-06-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"DVN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Devon Energy Corporation","2021","2021-07-14","2021-06-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"ASXC","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Asensus Surgical Inc","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"ACN","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Accenture plc Class A ordinary shares","2021","2021-07-14","2021-06-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf"
"VUZI","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Vuzix Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"VUZI","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Vuzix Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"VUZI","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Vuzix Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"VUZI","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Vuzix Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"VUZI","purchase","Hon. Kevin Hern","Kevin","Hern","$15,001 - $50,000","Vuzix Corporation","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"TXN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Texas Instruments Incorporated","2021","2021-06-15","2021-05-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"ROK","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","Rockwell Automation, Inc.","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"PTC","purchase","Hon. Kevin Hern","Kevin","Hern","$50,001 - $100,000","PTC Inc.","2021","2021-06-15","2021-05-26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"PRGS","purchase","Hon. Kevin Hern","Kevin","Hern","$50,001 - $100,000","Progress Software Corporation","2021","2021-06-15","2021-05-26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"ORLY","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","O'Reilly Automotive, Inc.","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"OKE","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","ONEOK, Inc.","2021","2021-06-15","2021-05-26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"NEE","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","NextEra Energy, Inc.","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"MMP","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Magella Midstream Partners L.P. Limited Partnership","2021","2021-06-15","2021-05-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"IQV","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","IQVIA Holdings, Inc","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"IQV","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","IQVIA Holdings, Inc","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"IQV","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","IQVIA Holdings, Inc","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"IQV","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","IQVIA Holdings, Inc","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"ICLR","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","ICON plc - Ordinary Shares","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"HON","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","Honeywell International Inc.","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"FCX","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Freeport-McMoRan, Inc.","2021","2021-06-15","2021-05-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"EXAS","purchase","Hon. Kevin Hern","Kevin","Hern","$50,001 - $100,000","Exact Sciences Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"EXAS","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Exact Sciences Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"EXAS","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Exact Sciences Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"EXAS","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Exact Sciences Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"EMR","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","Emerson Electric Company","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"MTBC","purchase","Hon. Kevin Hern","Kevin","Hern","$15,001 - $50,000","CareCloud, Inc.","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"MTBC","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","CareCloud, Inc.","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"MTBC","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","CareCloud, Inc.","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"MTBC","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","CareCloud, Inc.","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"CDNS","purchase","Hon. Kevin Hern","Kevin","Hern","$100,001 - $250,000","Cadence Design Systems, Inc.","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"BSX","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"BSX","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"BSX","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"ADBE","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","Adobe Inc.","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"AHCO","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","AdaptHealth Corp. - Class A","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"AHCO","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","AdaptHealth Corp. - Class A","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"AHCO","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","AdaptHealth Corp. - Class A","2021","2021-06-15","2021-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"ACN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Accenture plc Class A Ordinary Shares","2021","2021-06-15","2021-05-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf"
"--","purchase","Hon. Kevin Hern","Kevin","Hern","$1,000,001 - $5,000,000","Morgan Stanley Fin LLC Ser A MTN 05/06/2026 ZERO CPN","2021","2021-05-17","2021-04-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018757.pdf"
"--","exchange","Hon. Kevin Hern","Kevin","Hern","$500,001 - $1,000,000","JNL/Mellon US Stock MKT Index","2021","2021-05-17","2021-04-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018757.pdf"
"--","exchange","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","JNL/Mellon US Stock MKT Index","2021","2021-05-17","2021-04-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018757.pdf"
"FSKR","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","FS KKR CAP CORP II COM","2021","2021-05-17","2021-04-02","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018757.pdf"
"--","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","FS Energy & Power Fund Common","2021","2021-05-17","2021-04-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018757.pdf"
"WMB","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Williams Companies Inc","2021","2021-04-09","2021-03-29","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf"
"MSFT","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Microsoft Corporation","2021","2021-04-09","2021-03-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf"
"HD","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Home Depot Inc","2021","2021-04-09","2021-03-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf"
"XOM","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Exxon Mobil Corp","2021","2021-04-09","2021-03-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf"
"DVN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Devon Energy Corporation","2021","2021-04-09","2021-03-31","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf"
"TXN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Texas Instruments Inc","2021","2021-03-15","2021-02-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018400.pdf"
"OKE","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","ONEOK","2021","2021-03-15","2021-02-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018400.pdf"
"MMP","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Magellan Midstream Partners","2021","2021-03-15","2021-02-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018400.pdf"
"ACN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Accenture Plc Class A","2021","2021-03-15","2021-02-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018400.pdf"
"FSKR","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","FS KRR Capital Corp. II","2021","2021-02-17","2021-01-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018232.pdf"
"--","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","FS Energy & Power Fund","2021","2021-02-17","2021-01-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018232.pdf"
"AIO","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares","2021","2021-02-17","2021-01-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018232.pdf"
"WMB","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Williams Companies, Inc.","2021","2021-01-15","2020-12-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf"
"MSFT","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Microsoft Corporation","2021","2021-01-15","2020-12-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf"
"HD","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Home Depot, Inc.","2021","2021-01-15","2020-12-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf"
"XOM","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Exxon Mobil Corporation","2021","2021-01-15","2020-12-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf"
"TXN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Texas Instruments Incorporated","2020","2020-12-14","2020-11-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf"
"SU","sale_full","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Suncor Energy Inc.","2020","2020-12-14","2020-11-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf"
"OKE","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","ONEOK, Inc.","2020","2020-12-14","2020-11-13","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf"
"--","sale_full","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","N1 Liquidating TR","2020","2020-12-14","2020-11-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf"
"MMP","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Magellan Midstream Partners L.P. Limited Partnership","2020","2020-12-14","2020-11-13","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf"
"BDX","sale_full","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Becton, Dickinson and Company","2020","2020-12-14","2020-11-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf"
"ACN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Accenture plc Class A Ordinary Shares","2020","2020-12-14","2020-11-13","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf"
"NEE","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","NextEra Energy, Inc.","2020","2020-11-14","2020-10-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"MCD","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","McDonald's Corporation","2020","2020-11-14","2020-10-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"MMC","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Marsh & McLennan Companies, Inc.","2020","2020-11-14","2020-10-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"JNJ","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Johnson & Johnson","2020","2020-11-14","2020-10-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"ITW","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Illinois Tool Works Inc.","2020","2020-11-14","2020-10-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"--","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","FS KKR Capital Corp II","2020","2020-11-14","2020-10-01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"--","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Franklin Square Energy & Power fund","2020","2020-11-14","2020-10-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"BA","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Boeing Company","2020","2020-11-14","2020-10-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf"
"WMB","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Williams Companies, Inc.","2020","2020-10-15","2020-09-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf"
"--","purchase","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","MORGAN STANLEY FIN LLC SER A MTN","2020","2020-10-15","2020-09-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf"
"MSFT","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Microsoft Corporation","2020","2020-10-15","2020-09-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf"
"HD","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Home Depot, Inc.","2020","2020-10-15","2020-09-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf"
"XOM","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Exxon Mobil Corporation","2020","2020-10-15","2020-09-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf"
"--","sale_full","Hon. Kevin Hern","Kevin","Hern","$250,001 - $500,000","BARCLAYS BANK PLC SER A MTN","2020","2020-10-15","2020-09-01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf"
"TXN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Texas Instruments Incorporated","2020","2020-09-15","2020-08-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017380.pdf"
"OKE","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","ONEOK, Inc.","2020","2020-09-15","2020-08-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017380.pdf"
"MMP","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Magellan Midstream Partners L.P. Limited Partnership","2020","2020-09-15","2020-08-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017380.pdf"
"ACN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Accenture plc Class A Ordinary Shares","2020","2020-09-15","2020-08-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017380.pdf"
"V","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Visa Inc.","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"VFC","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","V.F. Corporation","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"TJX","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","TJX Companies, Inc.","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"TXN","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Texas Instruments Incorporated","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"SU","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Suncor Energy Inc.","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"SHW","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Sherwin-Williams Company","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"CRM","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Salesforce.com Inc","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"ROK","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Rockwell Automation, Inc.","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"RSG","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Republic Services, Inc.","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"RTX","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Raytheon Technologies Corporation","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"PG","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Procter & Gamble Company","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
"PSX","purchase","Hon. Kevin Hern","Kevin","Hern","$1,001 - $15,000","Phillips 66","2020","2020-08-15","2020-07-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf"
