"id","name","stateAbbreviation","partyShort","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"G000562","Cory Gardner","CO","R","G000562","Energy Subcommittee","member","majority","5"
"S000770","Debbie Stabenow","MI","D","S000770","Energy Subcommittee","member","minority","5"
"H001079","Cindy Hyde-Smith","MS","R","H001079","Energy Subcommittee","member","majority","6"
"H001042","Mazie K. Hirono","HI","D","H001042","Energy Subcommittee","member","minority","6"
"K000383","Angus King","ME","ID","K000383","Energy Subcommittee","member","minority","7"
"A000360","Lamar Alexander","TN","R","A000360","Energy Subcommittee","member","majority","8"
"C001113","Catherine Cortez Masto","NV","D","C001113","Energy Subcommittee","member","minority","8"
"H001061","John Hoeven","ND","R","H001061","Energy Subcommittee","member","majority","9"
"M001183","Joe Manchin III","WV","D","M001183","Energy Subcommittee","Ex Officio","minority","9"
"M001153","Lisa Murkowski","AK","R","M001153","Energy Subcommittee","Ex Officio","majority","10"
"C001096","Kevin Cramer","ND","R","C001096","Fisheries, Wildlife, and Water Subcommittee","Chairman","majority","1"
"D000622","Tammy Duckworth","IL","D","D000622","Fisheries, Wildlife, and Water Subcommittee","Ranking Member","minority","1"
"C001047","Shelley Moore Capito","WV","R","C001047","Fisheries, Wildlife, and Water Subcommittee","member","majority","2"
"C000141","Benjamin L. Cardin","MD","D","C000141","Fisheries, Wildlife, and Water Subcommittee","member","minority","2"
"B001310","Mike Braun","IN","R","B001310","Fisheries, Wildlife, and Water Subcommittee","member","majority","3"
"S000033","Bernard Sanders","VT","ID","S000033","Fisheries, Wildlife, and Water Subcommittee","member","minority","3"
"S001198","Dan Sullivan","AK","R","S001198","Fisheries, Wildlife, and Water Subcommittee","member","majority","4"
"W000802","Sheldon Whitehouse","RI","D","W000802","Fisheries, Wildlife, and Water Subcommittee","member","minority","4"
"B001236","John Boozman","AR","R","B001236","Fisheries, Wildlife, and Water Subcommittee","member","majority","5"
"M001176","Jeff Merkley","OR","D","M001176","Fisheries, Wildlife, and Water Subcommittee","member","minority","5"
"W000437","Roger Wicker","MS","R","W000437","Fisheries, Wildlife, and Water Subcommittee","member","majority","6"
"V000128","Chris Van Hollen","MD","D","V000128","Fisheries, Wildlife, and Water Subcommittee","member","minority","6"
"S000320","Richard C. Shelby","AL","R","S000320","Fisheries, Wildlife, and Water Subcommittee","member","majority","7"
"C000174","Thomas R. Carper","DE","D","C000174","Fisheries, Wildlife, and Water Subcommittee","Ex Officio","minority","7"
"B001261","John Barrasso","WY","R","B001261","Fisheries, Wildlife, and Water Subcommittee","Ex Officio","majority","8"
"R000605","Mike Rounds","SD","R","R000605","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","Chairman","majority","1"
"B001288","Cory Booker","NJ","D","B001288","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","Ranking Member","minority","1"
"I000024","James M. Inhofe","OK","R","I000024","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","majority","2"
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority","2"
"S000320","Richard C. Shelby","AL","R","S000320","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","majority","3"
"M000133","Edward J. Markey","MA","D","M000133","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority","3"
"E000295","Joni Ernst","IA","R","E000295","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","majority","4"
"C000174","Thomas R. Carper","DE","D","C000174","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","Ex Officio","minority","4"
"B001261","John Barrasso","WY","R","B001261","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","Ex Officio","majority","5"
"B001310","Mike Braun","IN","R","B001310","Clean Air, Climate, and Nuclear Safety Subcommittee","Chairman","majority","1"
"W000802","Sheldon Whitehouse","RI","D","W000802","Clean Air, Climate, and Nuclear Safety Subcommittee","Ranking Member","minority","1"
"I000024","James M. Inhofe","OK","R","I000024","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","2"
"C000141","Benjamin L. Cardin","MD","D","C000141","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority","2"
"C001047","Shelley Moore Capito","WV","R","C001047","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","3"
"S000033","Bernard Sanders","VT","ID","S000033","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority","3"
"C001096","Kevin Cramer","ND","R","C001096","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","4"
"M001176","Jeff Merkley","OR","D","M001176","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority","4"
"R000605","Mike Rounds","SD","R","R000605","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","5"
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority","5"
"S001198","Dan Sullivan","AK","R","S001198","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","6"
"B001288","Cory Booker","NJ","D","B001288","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority","6"
"B001236","John Boozman","AR","R","B001236","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","7"
"M000133","Edward J. Markey","MA","D","M000133","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority","7"
"W000437","Roger Wicker","MS","R","W000437","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","8"
"D000622","Tammy Duckworth","IL","D","D000622","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority","8"
"E000295","Joni Ernst","IA","R","E000295","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority","9"
"C000174","Thomas R. Carper","DE","D","C000174","Clean Air, Climate, and Nuclear Safety Subcommittee","Ex Officio","minority","9"
"B001261","John Barrasso","WY","R","B001261","Clean Air, Climate, and Nuclear Safety Subcommittee","Ex Officio","majority","10"
"C001047","Shelley Moore Capito","WV","R","C001047","Transportation and Infrastructure Subcommittee","Chairman","majority","1"
"C000141","Benjamin L. Cardin","MD","D","C000141","Transportation and Infrastructure Subcommittee","Ranking Member","minority","1"
"I000024","James M. Inhofe","OK","R","I000024","Transportation and Infrastructure Subcommittee","member","majority","2"
"S000033","Bernard Sanders","VT","ID","S000033","Transportation and Infrastructure Subcommittee","member","minority","2"
"C001096","Kevin Cramer","ND","R","C001096","Transportation and Infrastructure Subcommittee","member","majority","3"
"W000802","Sheldon Whitehouse","RI","D","W000802","Transportation and Infrastructure Subcommittee","member","minority","3"
"B001310","Mike Braun","IN","R","B001310","Transportation and Infrastructure Subcommittee","member","majority","4"
"M001176","Jeff Merkley","OR","D","M001176","Transportation and Infrastructure Subcommittee","member","minority","4"
"R000605","Mike Rounds","SD","R","R000605","Transportation and Infrastructure Subcommittee","member","majority","5"
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Transportation and Infrastructure Subcommittee","member","minority","5"
"S001198","Dan Sullivan","AK","R","S001198","Transportation and Infrastructure Subcommittee","member","majority","6"
"B001288","Cory Booker","NJ","D","B001288","Transportation and Infrastructure Subcommittee","member","minority","6"
"B001236","John Boozman","AR","R","B001236","Transportation and Infrastructure Subcommittee","member","majority","7"
"M000133","Edward J. Markey","MA","D","M000133","Transportation and Infrastructure Subcommittee","member","minority","7"
"W000437","Roger Wicker","MS","R","W000437","Transportation and Infrastructure Subcommittee","member","majority","8"
"V000128","Chris Van Hollen","MD","D","V000128","Transportation and Infrastructure Subcommittee","member","minority","8"
"S000320","Richard C. Shelby","AL","R","S000320","Transportation and Infrastructure Subcommittee","member","majority","9"
"C000174","Thomas R. Carper","DE","D","C000174","Transportation and Infrastructure Subcommittee","Ex Officio","minority","9"
"B001261","John Barrasso","WY","R","B001261","Transportation and Infrastructure Subcommittee","Ex Officio","majority","10"
"C001056","John Cornyn","TX","R","C001056","International Trade, Customs, and Global Competitiveness","Chairman","majority","1"
"C001070","Bob Casey","PA","D","C001070","International Trade, Customs, and Global Competitiveness","Ranking Member","minority","1"
"C000880","Michael D. Crapo","ID","R","C000880","International Trade, Customs, and Global Competitiveness","member","majority","2"
"W000779","Ron Wyden","OR","D","W000779","International Trade, Customs, and Global Competitiveness","member","minority","2"
"R000307","Pat Roberts","KS","R","R000307","International Trade, Customs, and Global Competitiveness","member","majority","3"
"S000770","Debbie Stabenow","MI","D","S000770","International Trade, Customs, and Global Competitiveness","member","minority","3"
"T000250","John Thune","SD","R","T000250","International Trade, Customs, and Global Competitiveness","member","majority","4"
"C000127","Maria Cantwell","WA","D","C000127","International Trade, Customs, and Global Competitiveness","member","minority","4"
"M000639","Robert Menendez","NJ","D","M000639","International Trade, Customs, and Global Competitiveness","member","minority","5"
"P000449","Rob Portman","OH","R","P000449","International Trade, Customs, and Global Competitiveness","member","majority","6"
"C000141","Benjamin L. Cardin","MD","D","C000141","International Trade, Customs, and Global Competitiveness","member","minority","6"
"T000461","Patrick J. Toomey","PA","R","T000461","International Trade, Customs, and Global Competitiveness","member","majority","7"
"B000944","Sherrod Brown","OH","D","B000944","International Trade, Customs, and Global Competitiveness","member","minority","7"
"S001184","Tim Scott","SC","R","S001184","International Trade, Customs, and Global Competitiveness","member","majority","8"
"W000805","Mark Warner","VA","D","W000805","International Trade, Customs, and Global Competitiveness","member","minority","8"
"C001075","Bill Cassidy","LA","R","C001075","International Trade, Customs, and Global Competitiveness","member","majority","9"
"C001113","Catherine Cortez Masto","NV","D","C001113","International Trade, Customs, and Global Competitiveness","member","minority","9"
"D000618","Steve Daines","MT","R","D000618","International Trade, Customs, and Global Competitiveness","member","majority","10"
"Y000064","Todd Young","IN","R","Y000064","International Trade, Customs, and Global Competitiveness","member","majority","11"
"G000386","Charles E. Grassley","IA","R","G000386","International Trade, Customs, and Global Competitiveness","Ex Officio","majority","12"
"S001184","Tim Scott","SC","R","S001184","Energy, Natural Resources, and Infrastructure","Chairman","majority","1"
"B001267","Michael Bennet","CO","D","B001267","Energy, Natural Resources, and Infrastructure","Ranking Member","minority","1"
"G000386","Charles E. Grassley","IA","R","G000386","Energy, Natural Resources, and Infrastructure","member","majority","2"
"W000779","Ron Wyden","OR","D","W000779","Energy, Natural Resources, and Infrastructure","member","minority","2"
"C000880","Michael D. Crapo","ID","R","C000880","Energy, Natural Resources, and Infrastructure","member","majority","3"
"C000127","Maria Cantwell","WA","D","C000127","Energy, Natural Resources, and Infrastructure","member","minority","3"
"R000307","Pat Roberts","KS","R","R000307","Energy, Natural Resources, and Infrastructure","member","majority","4"
"C000174","Thomas R. Carper","DE","D","C000174","Energy, Natural Resources, and Infrastructure","member","minority","4"
"E000285","Michael B. Enzi","WY","R","E000285","Energy, Natural Resources, and Infrastructure","member","majority","5"
"W000802","Sheldon Whitehouse","RI","D","W000802","Energy, Natural Resources, and Infrastructure","member","minority","5"
"C001056","John Cornyn","TX","R","C001056","Energy, Natural Resources, and Infrastructure","member","majority","6"
"H001076","Margaret Hassan","NH","D","H001076","Energy, Natural Resources, and Infrastructure","member","minority","6"
"B001135","Richard M. Burr","NC","R","B001135","Energy, Natural Resources, and Infrastructure","member","majority","7"
"D000618","Steve Daines","MT","R","D000618","Energy, Natural Resources, and Infrastructure","member","majority","8"
"C001075","Bill Cassidy","LA","R","C001075","Fiscal Responsibility and Economic Growth Subcommittee","Chairman","majority","1"
"H001076","Margaret Hassan","NH","D","H001076","Fiscal Responsibility and Economic Growth Subcommittee","Ranking Member","minority","1"
"S001184","Tim Scott","SC","R","S001184","Fiscal Responsibility and Economic Growth Subcommittee","member","majority","2"
"W000779","Ron Wyden","OR","D","W000779","Fiscal Responsibility and Economic Growth Subcommittee","member","minority","2"
"L000575","James Lankford","OK","R","L000575","Fiscal Responsibility and Economic Growth Subcommittee","member","majority","3"
"T000461","Patrick J. Toomey","PA","R","T000461","Health Care","Chairman","majority","1"
"S000770","Debbie Stabenow","MI","D","S000770","Health Care","Ranking Member","minority","1"
"G000386","Charles E. Grassley","IA","R","G000386","Health Care","member","majority","2"
"C000127","Maria Cantwell","WA","D","C000127","Health Care","member","minority","2"
"R000307","Pat Roberts","KS","R","R000307","Health Care","member","majority","3"
"M000639","Robert Menendez","NJ","D","M000639","Health Care","member","minority","3"
"E000285","Michael B. Enzi","WY","R","E000285","Health Care","member","majority","4"
"C000174","Thomas R. Carper","DE","D","C000174","Health Care","member","minority","4"
"T000250","John Thune","SD","R","T000250","Health Care","member","majority","5"
"C000141","Benjamin L. Cardin","MD","D","C000141","Health Care","member","minority","5"
"B001135","Richard M. Burr","NC","R","B001135","Health Care","member","majority","6"
"B000944","Sherrod Brown","OH","D","B000944","Health Care","member","minority","6"
"C001070","Bob Casey","PA","D","C001070","Health Care","member","minority","7"
"S001184","Tim Scott","SC","R","S001184","Health Care","member","majority","8"
"W000805","Mark Warner","VA","D","W000805","Health Care","member","minority","8"
"C001075","Bill Cassidy","LA","R","C001075","Health Care","member","majority","9"
"W000802","Sheldon Whitehouse","RI","D","W000802","Health Care","member","minority","9"
"L000575","James Lankford","OK","R","L000575","Health Care","member","majority","10"
"H001076","Margaret Hassan","NH","D","H001076","Health Care","member","minority","10"
"D000618","Steve Daines","MT","R","D000618","Health Care","member","majority","11"
"C001113","Catherine Cortez Masto","NV","D","C001113","Health Care","member","minority","11"
"Y000064","Todd Young","IN","R","Y000064","Health Care","member","majority","12"
"W000779","Ron Wyden","OR","D","W000779","Health Care","Ex Officio","minority","12"
"P000449","Rob Portman","OH","R","P000449","Social Security, Pensions, and Family Policy Subcommittee","Chairman","majority","1"
"B000944","Sherrod Brown","OH","D","B000944","Social Security, Pensions, and Family Policy Subcommittee","Ranking Member","minority","1"
"G000386","Charles E. Grassley","IA","R","G000386","Social Security, Pensions, and Family Policy Subcommittee","member","majority","2"
"B001267","Michael Bennet","CO","D","B001267","Social Security, Pensions, and Family Policy Subcommittee","member","minority","2"
"C001075","Bill Cassidy","LA","R","C001075","Social Security, Pensions, and Family Policy Subcommittee","member","majority","3"
"C001070","Bob Casey","PA","D","C001070","Social Security, Pensions, and Family Policy Subcommittee","member","minority","3"
"L000575","James Lankford","OK","R","L000575","Social Security, Pensions, and Family Policy Subcommittee","member","majority","4"
"C001113","Catherine Cortez Masto","NV","D","C001113","Social Security, Pensions, and Family Policy Subcommittee","member","minority","4"
"Y000064","Todd Young","IN","R","Y000064","Social Security, Pensions, and Family Policy Subcommittee","member","majority","5"
"W000779","Ron Wyden","OR","D","W000779","Social Security, Pensions, and Family Policy Subcommittee","Ex Officio","minority","5"
"W000805","Mark Warner","VA","D","W000805","Taxation and IRS Oversight Subcommittee","Ranking Member","minority","1"
"T000250","John Thune","SD","R","T000250","Taxation and IRS Oversight Subcommittee","Chairman","majority","1"
"M000639","Robert Menendez","NJ","D","M000639","Taxation and IRS Oversight Subcommittee","member","minority","2"
"C000880","Michael D. Crapo","ID","R","C000880","Taxation and IRS Oversight Subcommittee","member","majority","2"
"C000174","Thomas R. Carper","DE","D","C000174","Taxation and IRS Oversight Subcommittee","member","minority","3"
"E000285","Michael B. Enzi","WY","R","E000285","Taxation and IRS Oversight Subcommittee","member","majority","3"
"C000141","Benjamin L. Cardin","MD","D","C000141","Taxation and IRS Oversight Subcommittee","member","minority","4"
"C001056","John Cornyn","TX","R","C001056","Taxation and IRS Oversight Subcommittee","member","majority","4"
"B001267","Michael Bennet","CO","D","B001267","Taxation and IRS Oversight Subcommittee","member","minority","5"
"B001135","Richard M. Burr","NC","R","B001135","Taxation and IRS Oversight Subcommittee","member","majority","5"
"W000802","Sheldon Whitehouse","RI","D","W000802","Taxation and IRS Oversight Subcommittee","member","minority","6"
"W000779","Ron Wyden","OR","D","W000779","Taxation and IRS Oversight Subcommittee","Ex Officio","minority","7"
"P000449","Rob Portman","OH","R","P000449","Taxation and IRS Oversight Subcommittee","member","majority","7"
"T000461","Patrick J. Toomey","PA","R","T000461","Taxation and IRS Oversight Subcommittee","member","majority","8"
"G000359","Lindsey Graham","SC","R","G000359","Africa and Global Health Policy Subcommittee","Chairman","majority","1"
"K000384","Tim Kaine","VA","D","K000384","Africa and Global Health Policy Subcommittee","Ranking Member","minority","1"
"C001088","Christopher A. Coons","DE","D","C001088","Africa and Global Health Policy Subcommittee","member","minority","2"
"P000449","Rob Portman","OH","R","P000449","Africa and Global Health Policy Subcommittee","member","majority","3"
"B001288","Cory Booker","NJ","D","B001288","Africa and Global Health Policy Subcommittee","Ranking Member","minority","3"
"J000293","Ron Johnson","WI","R","J000293","Africa and Global Health Policy Subcommittee","member","majority","4"
"M001169","Christopher S. Murphy","CT","D","M001169","Africa and Global Health Policy Subcommittee","member","minority","4"
"C001098","Ted Cruz","TX","R","C001098","Africa and Global Health Policy Subcommittee","member","majority","5"
"M000639","Robert Menendez","NJ","D","M000639","Africa and Global Health Policy Subcommittee","Ex Officio","minority","5"
"R000584","Jim Risch","ID","R","R000584","Africa and Global Health Policy Subcommittee","Ex Officio","majority","6"
"J000293","Ron Johnson","WI","R","J000293","Europe and Regional Security Cooperation Subcommittee","Chairman","majority","1"
"S001181","Jeanne Shaheen","NH","D","S001181","Europe and Regional Security Cooperation Subcommittee","Ranking Member","minority","1"
"B001261","John Barrasso","WY","R","B001261","Europe and Regional Security Cooperation Subcommittee","member","majority","2"
"M001169","Christopher S. Murphy","CT","D","M001169","Europe and Regional Security Cooperation Subcommittee","Ranking Member","minority","2"
"P000449","Rob Portman","OH","R","P000449","Europe and Regional Security Cooperation Subcommittee","member","majority","3"
"C000141","Benjamin L. Cardin","MD","D","C000141","Europe and Regional Security Cooperation Subcommittee","member","minority","3"
"P000603","Rand Paul","KY","R","P000603","Europe and Regional Security Cooperation Subcommittee","member","majority","4"
"C001088","Christopher A. Coons","DE","D","C001088","Europe and Regional Security Cooperation Subcommittee","member","minority","4"
"R000615","Mitt Romney","UT","R","R000615","Europe and Regional Security Cooperation Subcommittee","member","majority","5"
"M000639","Robert Menendez","NJ","D","M000639","Europe and Regional Security Cooperation Subcommittee","Ex Officio","minority","5"
"R000584","Jim Risch","ID","R","R000584","Europe and Regional Security Cooperation Subcommittee","Ex Officio","majority","6"
"G000562","Cory Gardner","CO","R","G000562","East Asia, the Pacific, and International Cybersecurity Policy","Chairman","majority","1"
"M000133","Edward J. Markey","MA","D","M000133","East Asia, the Pacific, and International Cybersecurity Policy","Ranking Member","minority","1"
"R000595","Marco Rubio","FL","R","R000595","East Asia, the Pacific, and International Cybersecurity Policy","member","majority","2"
"C001088","Christopher A. Coons","DE","D","C001088","East Asia, the Pacific, and International Cybersecurity Policy","member","minority","2"
"J000293","Ron Johnson","WI","R","J000293","East Asia, the Pacific, and International Cybersecurity Policy","member","majority","3"
"M001176","Jeff Merkley","OR","D","M001176","East Asia, the Pacific, and International Cybersecurity Policy","member","minority","3"
"U000039","Tom Udall","NM","D","U000039","East Asia, the Pacific, and International Cybersecurity Policy","member","minority","4"
"Y000064","Todd Young","IN","R","Y000064","East Asia, the Pacific, and International Cybersecurity Policy","member","majority","5"
"M000639","Robert Menendez","NJ","D","M000639","East Asia, the Pacific, and International Cybersecurity Policy","Ex Officio","minority","5"
"R000584","Jim Risch","ID","R","R000584","East Asia, the Pacific, and International Cybersecurity Policy","Ex Officio","majority","6"
"R000615","Mitt Romney","UT","R","R000615","Near East, South Asia, Central Asia, and Counterterrorism","Chairman","majority","1"
"M001169","Christopher S. Murphy","CT","D","M001169","Near East, South Asia, Central Asia, and Counterterrorism","Ranking Member","minority","1"
"C001098","Ted Cruz","TX","R","C001098","Near East, South Asia, Central Asia, and Counterterrorism","member","majority","2"
"C000141","Benjamin L. Cardin","MD","D","C000141","Near East, South Asia, Central Asia, and Counterterrorism","member","minority","2"
"G000359","Lindsey Graham","SC","R","G000359","Near East, South Asia, Central Asia, and Counterterrorism","member","majority","3"
"S001181","Jeanne Shaheen","NH","D","S001181","Near East, South Asia, Central Asia, and Counterterrorism","member","minority","3"
"G000562","Cory Gardner","CO","R","G000562","Near East, South Asia, Central Asia, and Counterterrorism","member","majority","4"
"K000384","Tim Kaine","VA","D","K000384","Near East, South Asia, Central Asia, and Counterterrorism","Ranking Member","minority","4"
"P000603","Rand Paul","KY","R","P000603","Near East, South Asia, Central Asia, and Counterterrorism","member","majority","5"
"M000639","Robert Menendez","NJ","D","M000639","Near East, South Asia, Central Asia, and Counterterrorism","Ex Officio","minority","5"
"R000584","Jim Risch","ID","R","R000584","Near East, South Asia, Central Asia, and Counterterrorism","Ex Officio","majority","6"
"R000595","Marco Rubio","FL","R","R000595","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","Chairman","majority","1"
"C000141","Benjamin L. Cardin","MD","D","C000141","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","Ranking Member","minority","1"
"P000449","Rob Portman","OH","R","P000449","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","member","majority","2"
"U000039","Tom Udall","NM","D","U000039","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","member","minority","2"
"C001098","Ted Cruz","TX","R","C001098","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","member","majority","3"
"S001181","Jeanne Shaheen","NH","D","S001181","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","member","minority","3"
"G000562","Cory Gardner","CO","R","G000562","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","member","majority","4"
"K000384","Tim Kaine","VA","D","K000384","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","member","minority","4"
"B001261","John Barrasso","WY","R","B001261","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","member","majority","5"
"M000639","Robert Menendez","NJ","D","M000639","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","Ex Officio","minority","5"
"R000584","Jim Risch","ID","R","R000584","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women&#39;s Issues","Ex Officio","majority","6"
"B001288","Cory Booker","NJ","D","B001288","State Department and USAID Management, International Operations, and Bilateral International Development","Ranking Member","minority","1"
"Y000064","Todd Young","IN","R","Y000064","State Department and USAID Management, International Operations, and Bilateral International Development","member","majority","2"
"M000133","Edward J. Markey","MA","D","M000133","State Department and USAID Management, International Operations, and Bilateral International Development","member","minority","2"
"P000603","Rand Paul","KY","R","P000603","State Department and USAID Management, International Operations, and Bilateral International Development","member","majority","3"
"M001176","Jeff Merkley","OR","D","M001176","State Department and USAID Management, International Operations, and Bilateral International Development","member","minority","3"
"P000449","Rob Portman","OH","R","P000449","State Department and USAID Management, International Operations, and Bilateral International Development","member","majority","4"
"U000039","Tom Udall","NM","D","U000039","State Department and USAID Management, International Operations, and Bilateral International Development","member","minority","4"
"R000595","Marco Rubio","FL","R","R000595","State Department and USAID Management, International Operations, and Bilateral International Development","member","majority","5"
"M000639","Robert Menendez","NJ","D","M000639","State Department and USAID Management, International Operations, and Bilateral International Development","Ex Officio","minority","5"
"R000584","Jim Risch","ID","R","R000584","State Department and USAID Management, International Operations, and Bilateral International Development","Ex Officio","majority","6"
"Y000064","Todd Young","IN","R","Y000064","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Chairman","majority","1"
"M001176","Jeff Merkley","OR","D","M001176","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Ranking Member","minority","1"
"R000615","Mitt Romney","UT","R","R000615","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","member","majority","2"
"U000039","Tom Udall","NM","D","U000039","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","member","minority","2"
"P000603","Rand Paul","KY","R","P000603","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","member","majority","3"
"M000133","Edward J. Markey","MA","D","M000133","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","member","minority","3"
"B001261","John Barrasso","WY","R","B001261","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","member","majority","4"
"B001288","Cory Booker","NJ","D","B001288","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","member","minority","4"
"G000359","Lindsey Graham","SC","R","G000359","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","member","majority","5"
"M000639","Robert Menendez","NJ","D","M000639","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Ex Officio","minority","5"
"R000584","Jim Risch","ID","R","R000584","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Ex Officio","majority","6"
"P000603","Rand Paul","KY","R","P000603","Children and Families","Chairman","majority","1"
"C001070","Bob Casey","PA","D","C001070","Children and Families","Ranking Member","minority","1"
"M001153","Lisa Murkowski","AK","R","M001153","Children and Families","member","majority","2"
"S000033","Bernard Sanders","VT","ID","S000033","Children and Families","member","minority","2"
"B001135","Richard M. Burr","NC","R","B001135","Children and Families","member","majority","3"
"M001169","Christopher S. Murphy","CT","D","M001169","Children and Families","member","minority","3"
"C001075","Bill Cassidy","LA","R","C001075","Children and Families","member","majority","4"
"K000384","Tim Kaine","VA","D","K000384","Children and Families","member","minority","4"
"R000307","Pat Roberts","KS","R","R000307","Children and Families","member","majority","5"
"H001076","Margaret Hassan","NH","D","H001076","Children and Families","member","minority","5"
"S001184","Tim Scott","SC","R","S001184","Children and Families","member","majority","6"
"S001203","Tina Smith","MN","D","S001203","Children and Families","member","minority","6"
"R000615","Mitt Romney","UT","R","R000615","Children and Families","member","majority","7"
"M001111","Patty Murray","WA","D","M001111","Children and Families","Ex Officio","minority","7"
"A000360","Lamar Alexander","TN","R","A000360","Children and Families","Ex Officio","majority","8"
"B001230","Tammy Baldwin","WI","D","B001230","Employment and Workplace Safety Subcommittee","Ranking Member","minority","1"
"S001184","Tim Scott","SC","R","S001184","Employment and Workplace Safety Subcommittee","member","majority","2"
"C001070","Bob Casey","PA","D","C001070","Employment and Workplace Safety Subcommittee","member","minority","2"
"P000603","Rand Paul","KY","R","P000603","Employment and Workplace Safety Subcommittee","member","majority","3"
"W000817","Elizabeth Warren","MA","D","W000817","Employment and Workplace Safety Subcommittee","member","minority","3"
"R000615","Mitt Romney","UT","R","R000615","Employment and Workplace Safety Subcommittee","member","majority","4"
"S001203","Tina Smith","MN","D","S001203","Employment and Workplace Safety Subcommittee","member","minority","4"
"B001310","Mike Braun","IN","R","B001310","Employment and Workplace Safety Subcommittee","member","majority","5"
"J000300","Doug Jones","AL","D","J000300","Employment and Workplace Safety Subcommittee","member","minority","5"
"B001135","Richard M. Burr","NC","R","B001135","Employment and Workplace Safety Subcommittee","member","majority","6"
"R000608","Jacky Rosen","NV","D","R000608","Employment and Workplace Safety Subcommittee","member","minority","6"
"C001075","Bill Cassidy","LA","R","C001075","Employment and Workplace Safety Subcommittee","member","majority","7"
"M001111","Patty Murray","WA","D","M001111","Employment and Workplace Safety Subcommittee","Ex Officio","minority","7"
"A000360","Lamar Alexander","TN","R","A000360","Employment and Workplace Safety Subcommittee","Ex Officio","majority","8"
"E000285","Michael B. Enzi","WY","R","E000285","Primary Health and Retirement Security","Chairman","majority","1"
"S000033","Bernard Sanders","VT","ID","S000033","Primary Health and Retirement Security","Ranking Member","minority","1"
"B001135","Richard M. Burr","NC","R","B001135","Primary Health and Retirement Security","member","majority","2"
"B001230","Tammy Baldwin","WI","D","B001230","Primary Health and Retirement Security","member","minority","2"
